trajectory_id,model,api_model_id,reasoning_setting,temperature,top_p,seed,max_output_tokens,context_mode,prompt_sha256,grid_id,grid_size,difficulty,observed_wall_fraction,grid_replicate,step_index,agent_x,agent_y,optimal_actions,selected_action,is_optimal_action,valid_action,api_success,finish_reason,truncated_call,latency_seconds,prompt_tokens,output_tokens,reasoning_tokens,total_tokens,estimated_cost_usd,attempts,error_type,error_message,goal_reached_after_action,response_text,reasoning_content,response_id,provider_returned_model_id,system_fingerprint
gpt-oss-20b__low__size7_difficulty0.0_grid12__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,3103819187,16000,current full grid only (no trajectory history),9d359e00f8a8fbbcdb3b750d79f54ae5ca17bb9cf595aed221d1789c497a0f67,size7_difficulty0.0_grid12,7,0.0,0.0,12,0,3,1,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,0.8070953100104816,485,75,0,560,3.925e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need next move from A at (1,3) to G at (4,2). Path: down to (2,3), down to (3,3), down to (4,3) then left to (4,2). So first move DOWN.",owSB53P-fdNmn-a2c0e2ed2b79a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid12__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,125219432,16000,current full grid only (no trajectory history),2f8f585dc09452dafd799a39f54451bfe10f42edb29f4182ba479b92ef804d73,size7_difficulty0.0_grid12,7,0.0,0.0,12,1,3,2,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,1.1119973359745927,485,91,0,576,4.245e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need shortest path from A at (2,3) to G at (4,2). Surrounding open. Path: from (2,3) down to (3,3) then down to (4,3) then left to (4,2). That's 3 moves: DOWN, DOWN, LEFT. Choose next move: DOWN.",owSB5Hg-3pDw3Z-a2c0e2f2385ea2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid12__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,423634246,16000,current full grid only (no trajectory history),9fde1076e8f8cc9eddd06ba60e14a6a34d1bd703092531d8b330e8ec2c914fd6,size7_difficulty0.0_grid12,7,0.0,0.0,12,2,3,3,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,0.9229698270210065,485,67,0,552,3.765e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need next move from A at (3,3). Goal at (4,2). Need shortest path. From (3,3) down to (4,3) then left to (4,2). So action DOWN.",owSB5cW-fdNmn-a2c0e2f92e7ca2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid12__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2378059242,16000,current full grid only (no trajectory history),1060253bad1618499bca4dd7ebee1e394b47c36a20ed0b74674f9f6022b342c5,size7_difficulty0.0_grid12,7,0.0,0.0,12,3,3,4,"[""LEFT""]",LEFT,True,True,True,stop,False,1.9678667450207286,485,125,0,610,4.9250000000000004e-05,1,,,True,"{
  ""action"": ""LEFT""
}","We need next move from A to G. Grid: coordinates: row4 col3 is G? Wait row4 col2? Let's parse. Row indices 0-6, col 0-6. Row4: ""# _ G A _ _ #"" So positions: col0 #, col1 _, col2 G, col3 A, col4 _, col5 _, col6 #. Agent at (4,3). Goal at (4,2). So left move. Ensure no wall. So action LEFT.",owSB5tf-3pDw3Z-a2c0e2fefd30a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid12__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,4248532761,16000,current full grid only (no trajectory history),9d359e00f8a8fbbcdb3b750d79f54ae5ca17bb9cf595aed221d1789c497a0f67,size7_difficulty0.0_grid12,7,0.0,0.0,12,0,3,1,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,1.3950057020410895,485,137,0,622,5.165e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need shortest path from A at (1,3) to G at (4,2). Grid open spaces. Likely move down then left. From (1,3) down to (2,3), (3,3), (4,3) then left to (4,2). That's 4 steps: DOWN, DOWN, DOWN, LEFT. Could also go left first: (1,2),(1,1),(2,1),(3,1),(4,1),(4,2) longer. So best is DOWN. So first action DOWN.",owSB6UR-fdNmn-a2c0e30b38b6a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid12__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,3866173097,16000,current full grid only (no trajectory history),2f8f585dc09452dafd799a39f54451bfe10f42edb29f4182ba479b92ef804d73,size7_difficulty0.0_grid12,7,0.0,0.0,12,1,3,2,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,1.471427749027498,485,128,0,613,4.9850000000000006e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need shortest path from A at (2,3) to G at (4,2). Grid open spaces. Likely move down then left. From (2,3) down to (3,3), then down to (4,3), then left to (4,2). That's 3 steps. Could also left then down? From (2,3) left to (2,2), down to (3,2), down to (4,2) also 3 steps. Either fine. Choose DOWN.",owSB6tM-fdNmn-a2c0e313ffb5a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid12__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,1201999946,16000,current full grid only (no trajectory history),9fde1076e8f8cc9eddd06ba60e14a6a34d1bd703092531d8b330e8ec2c914fd6,size7_difficulty0.0_grid12,7,0.0,0.0,12,2,3,3,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,0.7655448259902187,485,52,0,537,3.465e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need shortest path from A at (3,3) to G at (4,2). Grid open spaces. Move down then left. So action DOWN.",owSB7L8-3pDw3Z-a2c0e31d2f87a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid12__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,1900232599,16000,current full grid only (no trajectory history),1060253bad1618499bca4dd7ebee1e394b47c36a20ed0b74674f9f6022b342c5,size7_difficulty0.0_grid12,7,0.0,0.0,12,3,3,4,"[""LEFT""]",LEFT,True,True,True,stop,False,0.7122874269844033,485,47,0,532,3.365e-05,1,,,True,"{
  ""action"": ""LEFT""
}","We need next move from A at (4,3) to G at (4,2). Left is goal. So action LEFT.",owSB7ZN-3pDw3Z-a2c0e321fc41a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,3436655742,16000,current full grid only (no trajectory history),8eab26921224f7e27ad29d04d1de8643869d539377a5901e7b0b88158a9c51b7,size7_difficulty0.0_grid13,7,0.0,0.0,13,0,1,4,"[""RIGHT"", ""UP""]",UP,True,True,True,stop,False,1.1578075530123897,485,100,0,585,4.4250000000000005e-05,1,,,False,"{
  ""action"": ""UP""
}","We need shortest path from A at (4,1) to G at (2,3). Open spaces all around except walls border. So compute: from (4,1) up to (3,1) up to (2,1) right to (2,2) right to (2,3). Steps: UP, UP, RIGHT, RIGHT. So first move is UP.",owSB7me-3pDw3Z-a2c0e32668cfa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,1894036096,16000,current full grid only (no trajectory history),7d3c7f1cf13df6050f1908dd622cf65334b74910c401a5a9e7f0bf432ffd6e4a,size7_difficulty0.0_grid13,7,0.0,0.0,13,1,1,3,"[""RIGHT"", ""UP""]",UP,True,True,True,stop,False,0.9188043309841305,485,72,0,557,3.8650000000000004e-05,1,,,False,"{
  ""action"": ""UP""
}","We need next move from A at (3,1). Goal at (2,3). From A can go up to (2,1) open; right to (3,2). Shortest path: up then right twice. So first move UP.",owSB87M-fdNmn-a2c0e32daf3fa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,1541644503,16000,current full grid only (no trajectory history),b126331357cd3761fdeacff65cc74ef62920d5f4a3281829cc3fe3f4fc357993,size7_difficulty0.0_grid13,7,0.0,0.0,13,2,1,2,"[""RIGHT""]",RIGHT,True,True,True,stop,False,1.106627864006441,485,86,0,571,4.145e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path. Grid 7x7. Coordinates: row, col. Agent at (2,1). Goal at (2,3). Walls border. So path: right twice. First move RIGHT to (2,2). That's open. Next RIGHT to (2,3) goal. So first action RIGHT.",owSB8PW-3pDw3Z-a2c0e3336c6aa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2596842291,16000,current full grid only (no trajectory history),8cec4d5997115bd2e643c0bc295fd26ae336d52752363766123ae26125bbc999,size7_difficulty0.0_grid13,7,0.0,0.0,13,3,2,2,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.6774444510228932,485,48,0,533,3.385e-05,1,,,True,"{
  ""action"": ""RIGHT""
}","We need shortest path from A at (2,2) to G at (2,3). They are adjacent horizontally. So move RIGHT.",owSB8iY-3pDw3Z-a2c0e33a5a1da2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,336134868,16000,current full grid only (no trajectory history),8eab26921224f7e27ad29d04d1de8643869d539377a5901e7b0b88158a9c51b7,size7_difficulty0.0_grid13,7,0.0,0.0,13,0,1,4,"[""RIGHT"", ""UP""]",UP,True,True,True,stop,False,1.142625353008043,485,98,0,583,4.385e-05,1,,,False,"{
  ""action"": ""UP""
}","We need next move from A at (4,1). Goal at (2,3). Need shortest path. Grid open spaces. Manhattan distance: from (4,1) to (2,3) difference 2 up, 2 right. So need 4 steps. Path: up, up, right, right. Check obstacles: all open. So first move is UP.",owSB8v6-fdNmn-a2c0e33e9e1ba2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,899374631,16000,current full grid only (no trajectory history),7d3c7f1cf13df6050f1908dd622cf65334b74910c401a5a9e7f0bf432ffd6e4a,size7_difficulty0.0_grid13,7,0.0,0.0,13,1,1,3,"[""RIGHT"", ""UP""]",UP,True,True,True,stop,False,1.220944355998654,485,84,0,569,4.105e-05,1,,,False,"{
  ""action"": ""UP""
}","We need shortest path from A at (3,1) to G at (2,3). Map open spaces. Likely move up then right twice: from (3,1) up to (2,1), then right to (2,2), right to (2,3). So first move UP.",owSB9Fh-fdNmn-a2c0e345bea9a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,4193443678,16000,current full grid only (no trajectory history),b126331357cd3761fdeacff65cc74ef62920d5f4a3281829cc3fe3f4fc357993,size7_difficulty0.0_grid13,7,0.0,0.0,13,2,1,2,"[""RIGHT""]",RIGHT,True,True,True,stop,False,1.2226666999631561,485,113,0,598,4.685e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path. Grid 7x7. Agent at (2,1). Goal at (2,3). They are two steps right. Check obstacles: row2 col2 is _? row2: ""# A _ G _ _ #"": indices 0#,1 A,2 _,3 G,4 _,5 _,6#. So path: move RIGHT to (2,2) then RIGHT to (2,3). So first action RIGHT.",owSB9cn-fdNmn-a2c0e34d5e0fa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2391259576,16000,current full grid only (no trajectory history),8cec4d5997115bd2e643c0bc295fd26ae336d52752363766123ae26125bbc999,size7_difficulty0.0_grid13,7,0.0,0.0,13,3,2,2,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.611698416993022,485,41,0,526,3.245e-05,1,,,True,"{
  ""action"": ""RIGHT""
}","We need next move: agent at (2,2) goal at (2,3). Move RIGHT.",owSB9zE-3pDw3Z-a2c0e3550ceaa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,194569078,16000,current full grid only (no trajectory history),8eab26921224f7e27ad29d04d1de8643869d539377a5901e7b0b88158a9c51b7,size7_difficulty0.0_grid13,7,0.0,0.0,13,0,1,4,"[""RIGHT"", ""UP""]",UP,True,True,True,stop,False,1.1368545640143566,485,95,0,580,4.325e-05,1,,,False,"{
  ""action"": ""UP""
}","We need shortest path from A at (4,1) to G at (2,3). Grid open spaces all except walls border. Path: from (4,1) up to (3,1), up to (2,1), right to (2,2), right to (2,3). That's 5 steps. So first move should be UP.",owSBAAV-fdNmn-a2c0e358d976a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,1087750988,16000,current full grid only (no trajectory history),7d3c7f1cf13df6050f1908dd622cf65334b74910c401a5a9e7f0bf432ffd6e4a,size7_difficulty0.0_grid13,7,0.0,0.0,13,1,1,3,"[""RIGHT"", ""UP""]",UP,True,True,True,stop,False,0.9239053170313127,485,74,0,559,3.905e-05,1,,,False,"{
  ""action"": ""UP""
}","We need shortest path from A at (3,1) to G at (2,3). Path: from (3,1) go up to (2,1), right to (2,2), right to (2,3). So first action UP.",owSBAW6-fdNmn-a2c0e35ff825a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,912337600,16000,current full grid only (no trajectory history),b126331357cd3761fdeacff65cc74ef62920d5f4a3281829cc3fe3f4fc357993,size7_difficulty0.0_grid13,7,0.0,0.0,13,2,1,2,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.7092998549924232,485,58,0,543,3.5850000000000004e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path. Grid 7x7. Walls border. Agent at (2,1). Goal at (2,3). So directly right two steps. So first move RIGHT.",owSBAnG-3pDw3Z-a2c0e365bd7fa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,1681725561,16000,current full grid only (no trajectory history),8cec4d5997115bd2e643c0bc295fd26ae336d52752363766123ae26125bbc999,size7_difficulty0.0_grid13,7,0.0,0.0,13,3,2,2,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.6971747130155563,485,56,0,541,3.545e-05,1,,,True,"{
  ""action"": ""RIGHT""
}","We need shortest path: grid 7x7 with walls border. Agent at (2,2). Goal at (2,3). So one step right. Action: RIGHT.",owSBAzX-3pDw3Z-a2c0e36a2a1aa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,2368956394,16000,current full grid only (no trajectory history),8eab26921224f7e27ad29d04d1de8643869d539377a5901e7b0b88158a9c51b7,size7_difficulty0.0_grid13,7,0.0,0.0,13,0,1,4,"[""RIGHT"", ""UP""]",UP,True,True,True,stop,False,1.0947280669934116,485,67,0,552,3.765e-05,1,,,False,"{
  ""action"": ""UP""
}","We need shortest path from A at (4,1) to G at (2,3). Grid open spaces. Likely go up two, right two. Sequence: UP, UP, RIGHT, RIGHT. First move: UP.",owSBBCH-fdNmn-a2c0e36e8df4a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,3475216458,16000,current full grid only (no trajectory history),7d3c7f1cf13df6050f1908dd622cf65334b74910c401a5a9e7f0bf432ffd6e4a,size7_difficulty0.0_grid13,7,0.0,0.0,13,1,1,3,"[""RIGHT"", ""UP""]",UP,True,True,True,stop,False,1.1010842559626326,485,84,0,569,4.105e-05,1,,,False,"{
  ""action"": ""UP""
}","We need shortest path from A at (3,1) to G at (2,3). Grid open spaces. Likely move up then right twice. From (3,1) up to (2,1), right to (2,2), right to (2,3). So first action: UP.",owSBBXT-3pDw3Z-a2c0e3756c06a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,3585888360,16000,current full grid only (no trajectory history),b126331357cd3761fdeacff65cc74ef62920d5f4a3281829cc3fe3f4fc357993,size7_difficulty0.0_grid13,7,0.0,0.0,13,2,1,2,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.8041616799891926,485,49,0,534,3.405e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path from A at (2,1) to G at (2,3). Path: right, right. So action RIGHT.",owSBBrZ-3pDw3Z-a2c0e37c4af1a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid13__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,2799492556,16000,current full grid only (no trajectory history),8cec4d5997115bd2e643c0bc295fd26ae336d52752363766123ae26125bbc999,size7_difficulty0.0_grid13,7,0.0,0.0,13,3,2,2,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.8244921040022746,485,47,0,532,3.365e-05,1,,,True,"{
  ""action"": ""RIGHT""
}","We need next move from A at (2,2) to G at (2,3). Right is free. So action RIGHT.",owSBC6R-3pDw3Z-a2c0e3815fcaa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid14__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,355136437,16000,current full grid only (no trajectory history),66e89216c72ce1a0844b4d26e69bd1f9628271f95d6dace144fd0fa2e9f82f96,size7_difficulty0.0_grid14,7,0.0,0.0,14,0,3,2,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,2.114144074032083,485,202,0,687,6.465e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need shortest path from A at (2,3?) Wait coordinates: columns 0-6. Row 2 col3 is 'A'. Goal at row5 col2. We need to avoid walls (#). The open spaces are all except boundaries. So shortest path: from (2,3) to (5,2). Need to move down 3 steps and left 1 step. Could do LEFT then DOWN DOWN DOWN. But check if any obstacles? None. So best action: LEFT or DOWN? Need minimal steps. If we go LEFT first, then 3 downs. That's 4 steps. If we go DOWN first, we go to (3,3), then down to (4,3), down to (5,3), then left to (5,2). Also 4 steps. Either works. Choose DOWN maybe. But we must decide. Let's choose DOWN.",owSBCLY-fdNmn-a2c0e3867c8ca2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid14__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2136818104,16000,current full grid only (no trajectory history),aee48c374614b89dd8377a5c58f726f75e3d830e87bc830f219a8fbd05be0ce2,size7_difficulty0.0_grid14,7,0.0,0.0,14,1,3,3,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,1.0511354010086507,485,102,0,587,4.465e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need next move. Agent at (3,3). Goal at (5,2). Path: down to (4,3), down to (5,3), left to (5,2). That's 3 steps. Could also go left first then down? left to (3,2), down (4,2), down (5,2) also 3. Either. Choose DOWN.",owSBCyC-3pDw3Z-a2c0e393b808a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid14__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,1421881886,16000,current full grid only (no trajectory history),749f82b5308b1cf47d890e6bb63bdca85f4d9476d12cd27098d47e584c1e6e6e,size7_difficulty0.0_grid14,7,0.0,0.0,14,2,3,4,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,1.4968626989866607,485,151,0,636,5.445e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need shortest path from A at (4,3?) Wait coordinates: grid indices: row 4 col 3? Let's parse: row 4: ""# _ _ A _ _ #"" columns 0-6. So A at row4 col3. Goal G at row5 col2. Need move. Path: from (4,3) to (5,2). Down-left diagonal not allowed. Need sequence: DOWN then LEFT. Check obstacles: row5 col3 is '_' open. row5 col2 is G. So first DOWN to (5,3). Then LEFT to (5,2). So first action: DOWN.",owSBDHG-3pDw3Z-a2c0e39a4e8ea2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid14__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2534875482,16000,current full grid only (no trajectory history),fa5c5dcb628a00481ab00cca14492963cba200f81ef16c1c4ef5514967e4e104,size7_difficulty0.0_grid14,7,0.0,0.0,14,3,3,5,"[""LEFT""]",LEFT,True,True,True,stop,False,1.057940464001149,485,94,0,579,4.305e-05,1,,,True,"{
  ""action"": ""LEFT""
}","We need next move. Grid 7x7 indices. Agent at row5 col3? Wait row5: ""# _ G A _ _ #"" columns 0-6. So columns: 0#,1_,2G,3A,4_,5_,6#. So agent at (5,3). Goal at (5,2). So move LEFT.",owSBDir-fdNmn-a2c0e3a3aebaa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid14__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,543891816,16000,current full grid only (no trajectory history),66e89216c72ce1a0844b4d26e69bd1f9628271f95d6dace144fd0fa2e9f82f96,size7_difficulty0.0_grid14,7,0.0,0.0,14,0,3,2,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,1.4801823570160195,485,142,0,627,5.2650000000000006e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need shortest path from A at (2,3) to G at (5,2). Open spaces all around. Path: down to (3,3), down to (4,3), down to (5,3), left to (5,2). That's 4 steps: DOWN, DOWN, DOWN, LEFT. Could also go left first then down: LEFT to (2,2), down 3 times, left? but goal at (5,2). From (2,2) down 3 to (5,2) 4 steps. Either. We'll choose DOWN.",owSBE33-fdNmn-a2c0e3aa3e1aa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid14__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,76181833,16000,current full grid only (no trajectory history),aee48c374614b89dd8377a5c58f726f75e3d830e87bc830f219a8fbd05be0ce2,size7_difficulty0.0_grid14,7,0.0,0.0,14,1,3,3,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,0.7437872100272216,485,67,0,552,3.765e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need next move from A at (3,3). Goal G at (5,2). Path: down to (4,3), down to (5,3), left to (5,2). So first move DOWN.",owSBEUq-3pDw3Z-a2c0e3b38891a2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid14__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2613899474,16000,current full grid only (no trajectory history),749f82b5308b1cf47d890e6bb63bdca85f4d9476d12cd27098d47e584c1e6e6e,size7_difficulty0.0_grid14,7,0.0,0.0,14,2,3,4,"[""LEFT"", ""DOWN""]",DOWN,True,True,True,stop,False,1.3715648399665952,485,119,0,604,4.805e-05,1,,,False,"{
  ""action"": ""DOWN""
}","We need shortest path from A at (4,3) to G at (5,2). Grid: rows 0-6, cols 0-6. Walls at border. Open spaces. So compute moves: A(4,3). Goal(5,2). One step down-left diagonal not allowed. Options: DOWN to (5,3) then LEFT to (5,2). That's 2 steps. Or LEFT then DOWN. Either. Choose ""DOWN"" first.",owSBEhN-fdNmn-a2c0e3b82c1aa2a4,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.0_grid14__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,1912247984,16000,current full grid only (no trajectory history),fa5c5dcb628a00481ab00cca14492963cba200f81ef16c1c4ef5514967e4e104,size7_difficulty0.0_grid14,7,0.0,0.0,14,3,3,5,"[""LEFT""]",LEFT,True,True,True,stop,False,1.4247098719934002,485,124,0,609,4.905e-05,1,,,True,"{
  ""action"": ""LEFT""
}","We need next move from A at (5,3?) Wait coordinates: row 5 column 3? Let's map: grid indices: rows 0-6, cols 0-6. Row5: ""# _ G A _ _ #"". So positions: col0 #, col1 _, col2 G, col3 A, col4 _, col5 _, col6 #. So agent at (5,3), goal at (5,2). So one step left to goal. So action LEFT.",owSBF7P-3pDw3Z-a2c0e3c0bbf0a2a4,openai/gpt-oss-20b,
