trajectory_id,model,api_model_id,reasoning_setting,temperature,sampling_condition,grid_id,grid_size,difficulty,observed_wall_fraction,grid_replicate,trajectory_complete,goal_reached,steps,optimal_path_length,optimal_action_fraction,valid_action_fraction,invalid_output_rate,api_failure_rate,truncation_or_failure,step_limit_reached,total_output_tokens,max_call_output_tokens,total_runtime_seconds,p50_call_runtime_seconds,p95_call_runtime_seconds,total_prompt_tokens,total_tokens,estimated_cost_usd
gpt-oss-20b__low__size7_difficulty0.8_grid11__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid11,7,0.8,0.28,11,True,True,6,5,0.8333333333333334,1.0,0.0,0.0,False,False,1362,514,12.884804379020352,1.733634827513015,4.359005296006217,2910,4272,0.0004179
gpt-oss-20b__low__size7_difficulty0.8_grid12__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid12,7,0.8,0.28,12,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1508,546,10.098674469976686,2.249183944950346,3.2807153607951474,2425,3933,0.00042285
gpt-oss-20b__low__size7_difficulty0.8_grid12__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid12,7,0.8,0.28,12,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1722,623,13.923639849992469,2.551942113961559,4.497434258612338,2425,4147,0.00046565000000000007
gpt-oss-20b__low__size7_difficulty0.8_grid12__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid12,7,0.8,0.28,12,True,True,5,5,1.0,1.0,0.0,0.0,False,False,2293,1000,15.122512438159902,2.4375744280405343,6.164789230434689,2425,4718,0.00057985
gpt-oss-20b__low__size7_difficulty0.8_grid12__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid12,7,0.8,0.28,12,True,True,7,5,0.8571428571428571,1.0,0.0,0.0,False,False,2056,547,19.841981881123502,2.743214075046126,5.193092030810657,3395,5451,0.00058095
gpt-oss-20b__low__size7_difficulty0.8_grid13__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid13,7,0.8,0.28,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1818,564,13.337595983059146,2.8900931230164133,3.58811726202257,2425,4243,0.00048485000000000005
gpt-oss-20b__low__size7_difficulty0.8_grid13__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid13,7,0.8,0.28,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1496,478,11.369825956004206,2.384932370041497,3.7253532580099997,2425,3921,0.00042045000000000006
gpt-oss-20b__low__size7_difficulty0.8_grid13__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid13,7,0.8,0.28,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,2523,969,20.24360396695556,4.813431337999646,6.030436628789175,2425,4948,0.0006258500000000001
gpt-oss-20b__low__size7_difficulty0.8_grid13__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid13,7,0.8,0.28,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1436,361,10.84902110195253,2.185390831960831,3.2768509862013158,2425,3861,0.00040845
gpt-oss-20b__low__size7_difficulty0.8_grid14__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid14,7,0.8,0.28,14,True,True,8,6,0.875,1.0,0.0,0.0,False,False,3451,1114,24.503988749929704,2.157698259485187,6.85289258386474,3880,7331,0.0008842
gpt-oss-20b__low__size7_difficulty0.8_grid14__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid14,7,0.8,0.28,14,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2116,742,17.002820144989528,2.6403941184980795,5.4788838367239805,2910,5026,0.0005687
gpt-oss-20b__low__size7_difficulty0.8_grid14__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid14,7,0.8,0.28,14,True,False,1,6,1.0,0.5,0.5,0.0,False,False,1436,851,12.131316681974567,6.065658340987284,6.949532507278491,970,2406,0.0003357
gpt-oss-20b__low__size7_difficulty0.8_grid14__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid14,7,0.8,0.28,14,True,True,8,6,0.875,1.0,0.0,0.0,False,False,3547,1006,28.596204729867168,2.8083372114924714,8.17905955806782,3880,7427,0.0009034000000000001
gpt-oss-20b__low__size7_difficulty0.8_grid15__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid15,7,0.8,0.28,15,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2497,818,17.171077580016572,2.927251624991186,5.002208903999417,2910,5407,0.0006449
gpt-oss-20b__low__size7_difficulty0.8_grid15__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid15,7,0.8,0.28,15,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2435,681,21.518110092845745,4.117103960976237,5.704392347470275,2910,5345,0.0006325
gpt-oss-20b__low__size7_difficulty0.8_grid15__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid15,7,0.8,0.28,15,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2382,801,21.373865315981675,2.378603932040278,7.207270598970354,2910,5292,0.0006219
gpt-oss-20b__low__size7_difficulty0.8_grid15__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid15,7,0.8,0.28,15,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2371,950,20.684122234059032,2.6079107809928246,7.815578316512983,2910,5281,0.0006197
gpt-oss-20b__low__size7_difficulty0.8_grid16__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid16,7,0.8,0.28,16,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2923,674,22.765416246082168,3.322769549966324,5.273666348005645,3395,6318,0.00075435
gpt-oss-20b__low__size7_difficulty0.8_grid16__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid16,7,0.8,0.28,16,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2472,641,18.462241704924963,2.9343394830357283,4.804927503399085,3395,5867,0.0006641500000000001
gpt-oss-20b__low__size7_difficulty0.8_grid16__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid16,7,0.8,0.28,16,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2131,567,14.20027561293682,2.5591241999645717,3.190464906312991,3395,5526,0.00059595
gpt-oss-20b__low__size7_difficulty0.8_grid16__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid16,7,0.8,0.28,16,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2316,568,15.728810021129902,2.4722692100331187,3.3070864518231247,3395,5711,0.0006329500000000001
gpt-oss-20b__low__size7_difficulty0.8_grid17__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid17,7,0.8,0.28,17,True,True,8,8,1.0,1.0,0.0,0.0,False,False,2426,600,19.951257354929112,2.560793791519245,4.657191418722504,3880,6306,0.0006792
gpt-oss-20b__low__size7_difficulty0.8_grid17__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid17,7,0.8,0.28,17,True,True,8,8,1.0,1.0,0.0,0.0,False,False,3321,1068,27.618512248969637,2.3917100050020963,7.831833434529835,3880,7201,0.0008582
gpt-oss-20b__low__size7_difficulty0.8_grid17__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid17,7,0.8,0.28,17,True,True,8,8,1.0,1.0,0.0,0.0,False,False,3534,866,32.20356478204485,3.7512311200262047,6.937718385818879,3880,7414,0.0009008
gpt-oss-20b__low__size7_difficulty0.8_grid17__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid17,7,0.8,0.28,17,True,True,8,8,1.0,1.0,0.0,0.0,False,False,3398,1149,24.811248893965967,3.295146140473662,5.9967553377093274,3880,7278,0.0008736
gpt-oss-20b__low__size7_difficulty0.8_grid18__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid18,7,0.8,0.28,18,True,True,8,8,1.0,1.0,0.0,0.0,False,False,3483,926,28.159471943043172,3.4313537555281073,6.1162083280505595,3880,7363,0.0008906000000000001
gpt-oss-20b__low__size7_difficulty0.8_grid18__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid18,7,0.8,0.28,18,True,True,8,8,1.0,1.0,0.0,0.0,False,False,3715,871,33.04467767989263,3.5111448319803458,7.468192078932771,3880,7595,0.000937
gpt-oss-20b__low__size7_difficulty0.8_grid18__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid18,7,0.8,0.28,18,True,True,8,8,1.0,1.0,0.0,0.0,False,False,2573,610,21.300339319976047,2.1931450520060025,5.219808361073955,3880,6453,0.0007086
gpt-oss-20b__low__size7_difficulty0.8_grid18__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid18,7,0.8,0.28,18,True,True,10,8,0.9,1.0,0.0,0.0,False,False,3947,994,29.912287098937668,2.7239035204984248,5.6467960215697515,4850,8797,0.0010319
gpt-oss-20b__low__size7_difficulty0.8_grid19__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid19,7,0.8,0.28,19,True,True,14,10,0.8571428571428571,1.0,0.0,0.0,False,False,9472,1605,72.58953924488742,4.773517531488324,10.486033096769823,6790,16262,0.0022339
gpt-oss-20b__low__size7_difficulty0.8_grid19__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid19,7,0.8,0.28,19,True,True,13,10,0.8461538461538461,1.0,0.0,0.0,False,False,9404,1664,68.70734487095615,5.776183995010797,9.524360623990642,6305,15709,0.00219605
gpt-oss-20b__low__size7_difficulty0.8_grid19__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid19,7,0.8,0.28,19,True,False,20,10,0.6,1.0,0.0,0.0,True,True,16086,1437,125.7898355962243,5.6872061119938735,9.276163521545827,9700,25786,0.0037022
gpt-oss-20b__low__size7_difficulty0.8_grid19__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid19,7,0.8,0.28,19,True,True,16,10,0.8125,1.0,0.0,0.0,False,False,9600,1231,78.06546557391994,4.68376872697263,10.117688260012073,7760,17360,0.002308
gpt-oss-20b__low__size7_difficulty0.8_grid1__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid1,7,0.8,0.28,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,46,46,0.7423282950185239,0.7423282950185239,0.7423282950185239,485,531,3.345e-05
gpt-oss-20b__low__size7_difficulty0.8_grid1__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid1,7,0.8,0.28,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,48,48,0.9974585499730892,0.9974585499730892,0.9974585499730892,485,533,3.385e-05
gpt-oss-20b__low__size7_difficulty0.8_grid1__t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy_sanity_check,size7_difficulty0.8_grid1,7,0.8,0.28,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,47,47,0.4827666269848123,0.4827666269848123,0.4827666269848123,485,532,3.365e-05
gpt-oss-20b__low__size7_difficulty0.8_grid1__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid1,7,0.8,0.28,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,54,54,0.7985755660338327,0.7985755660338327,0.7985755660338327,485,539,3.505e-05
gpt-oss-20b__low__size7_difficulty0.8_grid20__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid20,7,0.8,0.28,20,True,True,11,11,1.0,1.0,0.0,0.0,False,False,9204,1491,62.023617816041224,5.6872974839643575,10.481585386005463,5335,14539,0.00210755
gpt-oss-20b__low__size7_difficulty0.8_grid20__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid20,7,0.8,0.28,20,True,True,19,11,0.7894736842105263,1.0,0.0,0.0,False,False,15608,1328,104.42493347910931,5.662051855993923,7.954999176837736,9215,24823,0.00358235
gpt-oss-20b__low__size7_difficulty0.8_grid20__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid20,7,0.8,0.28,20,True,True,19,11,0.7894736842105263,1.0,0.0,0.0,False,False,14591,1664,111.1273238529102,6.0771572410012595,9.931416540633643,9215,23806,0.00337895
gpt-oss-20b__low__size7_difficulty0.8_grid20__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid20,7,0.8,0.28,20,True,True,13,11,0.9230769230769231,1.0,0.0,0.0,False,False,9744,1525,82.73484713502694,4.595527016965207,13.778628311620553,6305,16049,0.00226405
gpt-oss-20b__low__size7_difficulty0.8_grid2__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid2,7,0.8,0.28,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,62,62,0.7666911179549061,0.7666911179549061,0.7666911179549061,485,547,3.6649999999999996e-05
gpt-oss-20b__low__size7_difficulty0.8_grid2__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid2,7,0.8,0.28,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,62,62,0.6933159139589407,0.6933159139589407,0.6933159139589407,485,547,3.6649999999999996e-05
gpt-oss-20b__low__size7_difficulty0.8_grid2__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid2,7,0.8,0.28,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,59,59,0.8183758840314113,0.8183758840314113,0.8183758840314113,485,544,3.605e-05
gpt-oss-20b__low__size7_difficulty0.8_grid2__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid2,7,0.8,0.28,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,106,106,1.4661423080251552,1.4661423080251552,1.4661423080251552,485,591,4.545000000000001e-05
gpt-oss-20b__low__size7_difficulty0.8_grid3__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid3,7,0.8,0.28,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,210,152,1.894391494046431,0.9471957470232155,1.3162597577349515,970,1180,9.05e-05
gpt-oss-20b__low__size7_difficulty0.8_grid3__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid3,7,0.8,0.28,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,114,68,1.0046046620118432,0.5023023310059216,0.5190103224915219,970,1084,7.13e-05
gpt-oss-20b__low__size7_difficulty0.8_grid3__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid3,7,0.8,0.28,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,201,153,1.8043236960074864,0.9021618480037432,1.2542458448995601,970,1171,8.87e-05
gpt-oss-20b__low__size7_difficulty0.8_grid3__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid3,7,0.8,0.28,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,261,150,2.1937422929913737,1.0968711464956868,1.3035809941444314,970,1231,0.00010070000000000001
gpt-oss-20b__low__size7_difficulty0.8_grid4__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid4,7,0.8,0.28,4,True,True,2,2,1.0,1.0,0.0,0.0,False,False,338,241,3.030395264038816,1.515197632019408,1.9868982178217265,970,1308,0.0001161
gpt-oss-20b__low__size7_difficulty0.8_grid4__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid4,7,0.8,0.28,4,True,True,2,2,1.0,1.0,0.0,0.0,False,False,323,230,2.970898307976313,1.4854491539881565,2.0585066615894902,970,1293,0.0001131
gpt-oss-20b__low__size7_difficulty0.8_grid4__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid4,7,0.8,0.28,4,True,True,2,2,1.0,1.0,0.0,0.0,False,False,258,182,2.372090681048576,1.186045340524288,1.5410594534798292,970,1228,0.0001001
gpt-oss-20b__low__size7_difficulty0.8_grid4__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid4,7,0.8,0.28,4,True,True,2,2,1.0,1.0,0.0,0.0,False,False,283,184,2.411897076002788,1.205948538001394,1.6821978957188548,970,1253,0.00010510000000000001
gpt-oss-20b__low__size7_difficulty0.8_grid5__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid5,7,0.8,0.28,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,296,247,2.794783941062633,1.3973919705313165,2.041260711770155,970,1266,0.0001077
gpt-oss-20b__low__size7_difficulty0.8_grid5__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid5,7,0.8,0.28,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,290,231,2.6401635730289854,1.3200817865144927,1.8622712601703824,970,1260,0.00010650000000000001
gpt-oss-20b__low__size7_difficulty0.8_grid5__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid5,7,0.8,0.28,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,192,143,1.9888395349844359,0.9944197674922179,1.2509203169291139,970,1162,8.69e-05
gpt-oss-20b__low__size7_difficulty0.8_grid5__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid5,7,0.8,0.28,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,161,113,1.7830009739845991,0.8915004869922996,0.8981803409988061,970,1131,8.070000000000001e-05
gpt-oss-20b__low__size7_difficulty0.8_grid6__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid6,7,0.8,0.28,6,True,True,3,3,1.0,1.0,0.0,0.0,False,False,605,316,4.651005361985881,1.5312343150144443,2.3536486683704423,1455,2060,0.00019375000000000002
gpt-oss-20b__low__size7_difficulty0.8_grid6__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid6,7,0.8,0.28,6,True,True,3,3,1.0,1.0,0.0,0.0,False,False,660,373,5.226778209966142,1.2995563700096682,2.6142560443666296,1455,2115,0.00020475000000000002
gpt-oss-20b__low__size7_difficulty0.8_grid6__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid6,7,0.8,0.28,6,True,True,3,3,1.0,1.0,0.0,0.0,False,False,443,262,3.7248010790208355,1.2906111420015804,1.6194365604256746,1455,1898,0.00016135
gpt-oss-20b__low__size7_difficulty0.8_grid6__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid6,7,0.8,0.28,6,True,True,3,3,1.0,1.0,0.0,0.0,False,False,734,475,6.865385487966705,1.1023170750122517,4.380561330280034,1455,2189,0.00021955
gpt-oss-20b__low__size7_difficulty0.8_grid7__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid7,7,0.8,0.28,7,True,True,3,3,1.0,1.0,0.0,0.0,False,False,599,353,3.904974313976709,0.9130761969718151,2.0128434946178455,1455,2054,0.00019255
gpt-oss-20b__low__size7_difficulty0.8_grid7__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid7,7,0.8,0.28,7,True,True,3,3,1.0,1.0,0.0,0.0,False,False,294,140,2.6786861479631625,0.723497700993903,1.3704992328945083,1455,1749,0.00013155
gpt-oss-20b__low__size7_difficulty0.8_grid7__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid7,7,0.8,0.28,7,True,True,3,3,1.0,1.0,0.0,0.0,False,False,217,102,1.9430281029781327,0.6791246859938838,0.7569134572171606,1455,1672,0.00011615
gpt-oss-20b__low__size7_difficulty0.8_grid7__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid7,7,0.8,0.28,7,True,True,3,3,1.0,1.0,0.0,0.0,False,False,298,157,2.7015960779972374,0.9300605989992619,1.0906672063923906,1455,1753,0.00013235
gpt-oss-20b__low__size7_difficulty0.8_grid8__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid8,7,0.8,0.28,8,True,True,4,4,1.0,1.0,0.0,0.0,False,False,677,263,4.790309644013178,1.2747977120161522,1.6518253296264445,1940,2617,0.0002324
gpt-oss-20b__low__size7_difficulty0.8_grid8__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid8,7,0.8,0.28,8,True,True,4,4,1.0,1.0,0.0,0.0,False,False,503,281,5.058275050949305,1.2729307309782598,1.7989815398294013,1940,2443,0.0001976
gpt-oss-20b__low__size7_difficulty0.8_grid8__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid8,7,0.8,0.28,8,True,True,4,4,1.0,1.0,0.0,0.0,False,False,397,142,3.1527789409738034,0.7766260464850347,0.957791401000577,1940,2337,0.0001764
gpt-oss-20b__low__size7_difficulty0.8_grid8__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid8,7,0.8,0.28,8,True,True,4,4,1.0,1.0,0.0,0.0,False,False,496,263,4.741832575993612,0.7036885220149998,2.446299209693097,1940,2436,0.0001962
gpt-oss-20b__low__size7_difficulty0.8_grid9__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid9,7,0.8,0.28,9,True,True,4,4,1.0,1.0,0.0,0.0,False,False,1344,636,9.44827820098726,2.4677361720241606,3.742807915533194,1940,3284,0.0003658
gpt-oss-20b__low__size7_difficulty0.8_grid9__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid9,7,0.8,0.28,9,True,True,4,4,1.0,1.0,0.0,0.0,False,False,1037,385,9.491219180927146,2.449355476477649,3.7515706748818043,1940,2977,0.00030439999999999997
gpt-oss-20b__low__size7_difficulty0.8_grid9__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid9,7,0.8,0.28,9,True,True,4,4,1.0,1.0,0.0,0.0,False,False,1147,537,12.68168132106075,3.1963165860215668,5.367991632354096,1940,3087,0.0003264
gpt-oss-20b__low__size7_difficulty0.8_grid9__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid9,7,0.8,0.28,9,True,True,4,4,1.0,1.0,0.0,0.0,False,False,713,307,5.9683070839964785,1.4204525694949552,2.451332936872495,1940,2653,0.0002396
gpt-oss-20b__low__size7_difficulty1.0_grid10__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid10,7,1.0,0.32,10,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2288,614,19.9592969029909,3.1911082724982407,5.581151196762221,2910,5198,0.0006031000000000001
gpt-oss-20b__low__size7_difficulty1.0_grid10__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid10,7,1.0,0.32,10,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2507,756,18.645802550949156,2.610970862500835,5.815232108492637,2910,5417,0.0006469000000000001
gpt-oss-20b__low__size7_difficulty1.0_grid10__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid10,7,1.0,0.32,10,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1943,553,12.702677056018729,1.9385896220046561,3.5133518939983333,2910,4853,0.0005341
gpt-oss-20b__low__size7_difficulty1.0_grid10__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid10,7,1.0,0.32,10,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2734,695,18.723444367933553,3.4057176059868652,5.184654277967638,2910,5644,0.0006923
gpt-oss-20b__low__size7_difficulty1.0_grid11__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid11,7,1.0,0.32,11,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1901,650,16.390152144012973,2.396617542981403,4.8556959962588735,2910,4811,0.0005257
gpt-oss-20b__low__size7_difficulty1.0_grid11__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid11,7,1.0,0.32,11,True,True,8,6,0.875,1.0,0.0,0.0,False,False,3504,992,28.015431416919455,2.8112782134849112,7.11750976255571,3880,7384,0.0008948
gpt-oss-20b__low__size7_difficulty1.0_grid11__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid11,7,1.0,0.32,11,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1991,1110,18.532688795996364,1.299370121996617,8.747154188487912,2910,4901,0.0005437
gpt-oss-20b__low__size7_difficulty1.0_grid11__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid11,7,1.0,0.32,11,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2904,974,27.811167273845058,3.8068089744774625,9.502624395958264,2910,5814,0.0007263
gpt-oss-20b__low__size7_difficulty1.0_grid12__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid12,7,1.0,0.32,12,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2480,839,18.278822123014834,2.3765249410062097,4.7763087147846806,3395,5875,0.00066575
